person_id	sex	first_name	last_name	year_of_birth	year_of_death	living_region	societal_rank	societal_rank_of_father	religion	level_of_education	letters_sent	letters_received
SBURNEY	Female	Sarah (Rosette)	Burney née Rose	1759	1821	London	Professional	Professional			0	6
SBYRON	Female	Sophia	Byron née Trevannion		1790	London	Gentry (lower)				0	5
SCHURCHILL	Female	Sarah	Churchill née Jenyns	1660	1744	London	Nobility	Gentry (lower)			1	1
SCOLLETT	Female	SUSANNA	COLLETT N. FERRAR	1581	1657	Other	Gentry (lower)	Merchant			1	1
SCOWPER	Male	Spencer	Cowper	1713	1774	Home counties	Clergy (upper)	Nobility		Higher	20	0
SCRISP	Male	Samuel	Crisp	1707	1783	Home counties	Gentry (lower)	Merchant		Secondary	26	11
SDALBY	Female	Sarah	Dalby			Other					0	1
SDAVIS	Male	Samuel	Davis	1760	1819	Abroad	Professional	Professional			0	10
SDRURY	Male	STEPHEN	DRURY			East Anglia	Professional				4	0
SEBURNEY	Female	Susanna Elizabeth	Burney	1755	1800	London	Professional	Professional			0	8
SFEILDING	Female	Susan	Feilding		1655	Court	Nobility	Gentry (upper)			0	1
SFRENCH	Female	Susan	French				Other				0	2
SGARDINER	Male	Stephen	Gardiner	1495	1555	Court	Clergy (upper)	Other	Catholic	Higher	70	21
SGAST	Female	Sophia	Gast née Crisp	1707	1791	Other	Gentry (lower)	Merchant			0	22
SGODOLPHIN	Male	Sidney	Godolphin	1645	1712	London	Nobility	Gentry (upper)			0	2
SHANOVER	Female	Sophia Matilda	Hanover	1773	1844		Royalty	Royalty			0	1
SHELDON	Male		Sheldon								0	1
SHIGHMORE	Female	Susanna	Duncombe née Highmore	1725	1812	Home counties	Clergy (lower)	Other		Private	0	11
SIREDMUND	Male	Edmund				East Anglia	Clergy (lower)				0	1
SJACKSON	Male	Samuel	Jackson	1669		London	Other			Secondary	1	0
SJOHNSON	Female	SABINE	JOHNSON N. SAUNDERS			Other	Merchant	Gentry (lower)	Protestant		29	14
SLANNOY	Male	SAMUEL	LANNOY			Other	Merchant				2	0
SLENNOX	Female	Sarah	Lennox	1745	1826	London	Nobility	Nobility		Private	80	0
SLGOWER	Female	Susannah Leveson	Gower née Stewart	1742	1805		Nobility	Nobility			11	19
SLGOWER2	Female	Susan Leveson	Gower	1772	1838		Nobility	Nobility			1	2
SLYSONS	Male	Samuel	Lysons	1763	1819		Gentry (lower)	Clergy (lower)		Higher	0	7
SMACHETT	Male	SAMUEL	MACHETT	1581	1652	East Anglia	Professional	Professional			1	0
SMAPLETOFT	Female	SUSANNA	MAPLETOFT N. COLLETT	1602	1657	Other	Clergy (lower)	Gentry (lower)			1	1
SMEWCE	Male	S	MEWCE			London	Professional				5	0
SNEVINSON	Male	STEPHEN	NEVINSON		1581	East Anglia	Clergy (lower)	Gentry (lower)	Anglican	Higher	1	0
SNEWDIGATE	Female	Sophia	Newdigate née Conyers	1718	1774	Other	Gentry (upper)	Gentry (lower)			0	13
SNICHOLS	Male	SURTÖNHIE	NICHOLS	1585	1660	Other	Professional	Gentry (lower)	Anglican	Higher	3	0
SPEPYS	Male	Samuel	Pepys	1633	1703	London	Professional	Other		Higher	136	115
SPINNEY	Female	Sarah	Pinney	1650		London	Clergy (lower)	Clergy (lower)			1	4
SRICHARDSON	Male	Samuel	Richardson	1689	1761	London	Professional	Professional		Apprenticed	0	4
SROMILLY	Male	Samuel	Romilly	1757	1818	London	Gentry (upper)	Merchant		Higher	7	0
SROSE	Male	Samuel	Rose	1767	1804		Professional	Professional		Higher	0	5
SROWLEY	Male	SAMUEL	ROWLEY		1633	London	Other				4	0
SSMITH	Male	STEPHEN	SMITH			Other	Gentry (lower)			Higher	4	0
SSTALLWORTH	Male	Simon	Stallworth		1511	Other	Clergy (lower)				2	0
SSTMICHEL	Male	Samuel	St. Michel				Other	Professional		Private	1	0
SSTUBS	Female	Sarah	Stubs	1778	1816	North	Professional	Professional		Elementary	2	0
STFOXSTRANGWAYS	Male	Stephen	Fox-Strangways	1704	1776	Other	Nobility	Gentry (upper)		Higher	0	4
STRANKS	Male		Stranks			Other	Merchant				0	1
STRICKLAND	Male		Strickland								0	1
STRODE	Male		Strode				Professional				0	1
SUFOXSTRANGWAYS	Female	Susan	Fox-Strangways	1743	1827	Other	Professional	Nobility			0	80
SUPRICE	Female	Susan	Price			Other					0	2
SWALSALL	Male	SAMUEL	WALSALL	1575	1626	Other	Clergy (lower)	Clergy (lower)		Higher	1	0
SWEDGWOOD	Female	Susannah	Wedgwood	1765	1817	Other	Professional	Professional			1	0
T1HOWARD	Male	THOMAS	HOWARD	1443	1524	East Anglia	Nobility	Nobility			4	0
T1HUTTON	Male	Timothy	Hutton	1569	1629	North	Gentry (upper)	Clergy (upper)	Anglican	Higher	4	21
T1MARSHAM	Male	Thomas	Marsham		1765	Home counties	Merchant				14	0
T1MEAUTYS	Male	Thomas I	Meautys		1658	Abroad	Gentry (upper)	Gentry (upper)			18	0
T1STONOR	Male	Thomas I	Stonor	1394	1431	Other	Gentry (lower)	Gentry (upper)			2	1
T2BROWNE	Male	Thomas Jr.	Browne	1647	1667						0	4
T2HOLLAND	Male	THOMAS	HOLLAND	1574	1626	East Anglia	Gentry (upper)	Gentry (lower)		Higher	6	0
T2HOWARD	Male	Thomas	Howard	1473	1554	Court	Nobility	Nobility			8	5
T2HUTTON	Male	Timothy	Hutton			London	Gentry (lower)	Gentry (lower)		Higher	3	0
T2MARSHAM	Male	Thomas (Jr.)	Marsham			Home counties	Clergy (lower)	Merchant			2	0
T2MEAUTYS	Male	Thomas II	Meautys	1590	1649	Court	Gentry (upper)	Gentry (lower)		Higher	30	0
T2PITT	Male	Thomas	Pitt	1737	1793	London	Gentry (upper)	Gentry (lower)		Higher	0	23
T2SMITH	Male	THOMAS	SMITH	1513	1577	London	Gentry (upper)	Gentry (lower)		Higher	1	1
T2STONOR	Male	Thomas II	Stonor	1424	1474	Other	Gentry (lower)	Gentry (lower)			2	27
T2WYATT	Male	Thomas Jr.	Wyatt	1521	1554		Gentry (upper)	Gentry (upper)			0	2
T3HOWARD	Male	THOMAS	HOWARD	1585	1646	London	Nobility	Nobility		Higher	63	12
T3SMITH	Male	Thomas	Smith				Merchant				0	1
T3STONOR	Male	Thomas III	Stonor	1450	1512	Other	Gentry (lower)	Gentry (lower)			1	0
T4HOWARD	Male	Thomas	Howard	1561	1626	Court	Nobility	Nobility		Higher	0	1
TABOWES	Male	Talbot	Bowes			North	Gentry (upper)	Gentry (upper)			2	0
TARUNDELL	Male	Thomas	Arundell	1502	1552		Gentry (upper)	Gentry (upper)	Catholic		0	1
TATKINSON	Male	THOMAS	ATKINSON	1600	1639	Other	Clergy (lower)			Higher	3	1
TBALGUY	Male	Thomas	Balguy	1716	1795	Other	Clergy (lower)	Clergy (lower)		Higher	0	4
TBANKE	Male	Thomas	Banke			Other	Professional		Catholic	Higher	1	0
TBARRING	Male	THOMAS	BARRINGTON			Other	Gentry (upper)	Gentry (upper)	Protestant	Higher	24	2
TBARROW	Male	THOMAS	BARROW			London	Merchant			Apprenticed	20	7
TBATES	Male	Thomas	Bates	1760	1830	North	Other				1	0
TBENTHAM	Male	THOMAS	BENTHAM	1513	1579	Other	Clergy (upper)		Protestant	Higher	16	0
TBENTLEY	Male	Thomas	Bentley	1731	1780	North	Professional			Apprenticed	4	31
TBERNARD	Male	Thomas	Bernard			London	Professional				0	2
TBEST	Male	Thomas	Best	1567	1639	Abroad	Professional				0	1
TBETSON	Male	Thomas	Betson		1486	London	Merchant				11	0
TBOLEYN	Male	Thomas	Boleyn	1477	1539	Court	Nobility	Gentry (upper)		Higher	4	0
TBOURCHIER	Male	THOMAS	BOURCHIER			North	Gentry (lower)	Gentry (upper)			3	0
TBOWREY	Male	Thomas	Bowrey	1650	1713	Home counties	Merchant				13	25
TBRAY	Male	Thomas	Bray			Home counties	Other				1	0
TBREWS	Male	THOMAS	BREWS		1482	East Anglia	Gentry (upper)				1	0
TBROWNE	Male	THOMAS	BROWNE	1605	1682	East Anglia	Gentry (upper)	Merchant		Higher	34	6
TBRUDENELL	Male	THOMAS	BRUDENELL		1549	Other	Gentry (upper)				2	2
TBUTLER	Male	Thomas	Butler	1424	1515		Nobility	Nobility			0	1
TCADELL	Male	Thomas	Cadell	1742	1802	London	Merchant			Apprenticed	2	7
TCALTHORPE	Male	THOMAS	CALTHORPE			East Anglia	Gentry (lower)	Gentry (lower)			1	0
TCAVE	Male	Thomas	Cave		1607		Gentry (upper)	Professional			0	1
TCHENEY	Male	Thomas	Cheney				Clergy (lower)			Higher	0	1
TCLERE	Male	THOMAS	CLERE			East Anglia	Gentry (lower)				1	0
TCLIFFORD	Male	THOMAS	CLIFFORD	1493	1543	North	Nobility	Nobility			11	1
TCLIFT	Male	Thomas	Clift	1762	1835	Other	Other	Other			3	0
TCLUTTERBUCK	Male	Thomas	Clutterbuck				Professional				1	0
TCOLLINGWOOD	Male	Thomas	Collingwood				Gentry (lower)				0	167
TCOOPER	Male	Thomas	Cooper								0	1
TCOPPIN	Male	THOMAS	COPPIN			Other	Gentry (lower)	Gentry (lower)			8	0
TCORIE	Male	THOMAS	CORIE			East Anglia	Professional	Gentry (upper)		Higher	13	0
TCRANMER	Male	Thomas	Cranmer	1489	1556	Court	Clergy (upper)	Gentry (lower)		Higher	1	0
TCRISPE	Female	Thomasine	Crispe née Denne	1622		Home counties	Gentry (upper)	Gentry (lower)			0	2
TCROMWELL	Male	Thomas	Cromwell	1485	1540	Court	Nobility	Other	Anglican		93	49
TCULPEPER	Male	Thomas	Culpeper	1514	1541	Court	Gentry (lower)				0	1
TDACRE	Male	Thomas	Dacre	1467	1525	North	Nobility	Nobility			4	1
TDANE	Male	Thomas	Dane			Home counties	Clergy (lower)				0	1
TDARBY	Male	THOMAS	DARBY				Professional				1	1
TDARCY	Male	THOMAS	DARCY	1467	1537	North	Nobility	Gentry (lower)			3	1
TDAVISON	Male	Thomas	Davison			North	Merchant				0	2
TDEKKER	Male	THOMAS	DEKKER	1570	1641	London	Other				2	0
TDENNEJR	Male	THOMAS JUNIOR	DENNE	1622	1648	Other	Gentry (lower)	Gentry (lower)		Higher	9	3
TDENYS	Male	THOMAS	DENYS			East Anglia	Professional				9	0
TDIXON	Male	THOMAS	DIXON	1650		Other	Clergy (lower)	Other		Higher	57	0
TDOCKYNGT	Male	THOMAS	DOCKYNGTON			London	Merchant				1	0
TDOWRISH	Male	Thomas?	Dowrish			Other	Merchant				0	1
TEDMONDES	Male	THOMAS	EDMONDES	1564	1639	Court	Gentry (upper)	Professional			9	16
TEGGLESFIELD	Male	THOMAS	EGGLESFIELD			Other	Other				1	0
TELYOT	Male	THOMAS	ELYOT	1490	1546	Other	Gentry (upper)	Gentry (upper)		Higher	11	0
TERSKINE	Male	Thomas	Erskine			Court	Nobility	Gentry (upper)			0	1
TFAIRFAX	Male	Thomas	Fairfax	1612	1671	North	Nobility	Nobility	Protestant	Higher	0	1
TFELPS	Male	Thomas	Felps			North	Professional				0	1
TFITZHERBE	Male	THOMAS	FITZHERBERT	1552	1640	Other	Clergy (lower)	Gentry (lower)	Catholic	Higher	10	0
TFLEMING	Male	THOMAS	FLEMING	1544	1613	Other	Gentry (upper)	Gentry (lower)			1	0
TFRYSBY	Male	Thomas	Frysby			Other	Clergy (lower)				1	0
TGARRETT	Male	Thomas	Garrett			Home counties	Other				0	1
TGNATYSHALE	Male	Thomas	Gnatyshale								0	1
TGRAY	Male	Thomas	Gray	1716	1771	Other	Professional	Professional		Higher	49	28
TGRENE	Male	Thomas	Grene		1545	East Anglia	Clergy (lower)	Other			9	0
TGRESHAM	Male	THOMAS	GRESHAM	1519	1579	Court	Gentry (upper)	Gentry (upper)		Higher	6	6
TGREY	Male	THOMAS	GREY	1477	1530	Other	Nobility	Nobility		Higher	1	0
THALTON	Male	Timothy	Halton	1633	1704	Other	Clergy (upper)	Gentry (lower)	Anglican	Higher	8	2
THAMMOND	Male	Thomas	Hammond			London	Merchant				2	1
THAMPDEN	Male	Thomas	Hampden		1486	Home counties	Gentry (lower)				2	0
THAMPTON	Male	Thomas	Hampton			Home counties	Gentry (lower)				4	0
THARLEY	Male	Thomas	Harley	1628	1692		Gentry (lower)	Gentry (upper)			0	2
THARRISON	Male	Thomas	Harrison	1616	1660	London	Professional	Other	Protestant	Higher	8	2
THAYTER	Male	Thomas	Hayter		1689		Professional				0	1
THBOWES	Male	Thomas	Bowes		1636	North	Gentry (lower)	Gentry (upper)		Higher	7	0
THENEAGE	Male	Thomas	Heneage	1532	1595	Court	Gentry (upper)	Gentry (lower)		Higher	0	1
THENHAM	Male	Thomas	Henham			London	Merchant				4	0
THIGGINS	Male	Thomas?	Higgins				Gentry (lower)				0	1
THOLLAND	Male	THOMAS	HOLLAND		1544	London	Other			Apprenticed	1	0
THOLLES	Male	Thomas	Holles	1580	1642		Gentry (lower)	Gentry (lower)			0	1
THOWES	Male	THOMAS	HOWES			East Anglia	Clergy (lower)				6	0
THTHYNNE	Male	Thomas	Thynne	1578	1639	Other	Gentry (lower)	Gentry (lower)			0	11
THUBBARD	Male	Thomas	Hubbard			Home counties	Clergy (lower)				8	0
THUGHES	Male	Theophilus	Hughes			Home counties	Clergy (lower)	Clergy (lower)			17	0
THWILSON	Male	Thomas	Wilson	1565	1629	Court	Gentry (upper)	Gentry (lower)		Higher	2	3
TJOLIE	Male	THOMAS	JOLIE			North	Clergy (lower)				0	0
TJONES	Male	Theophilus	Jones		1685	Abroad	Gentry (upper)	Clergy (lower)			0	1
TKELA	Male	THOMAS	KELA			East Anglia	Other				1	0
TKESTEN	Male	THOMAS	KESTEN			Other	Merchant				6	0
TKILLINGWORTH	Male	Thomas	Killingworth				Professional				1	2
TKNYVETT	Male	Thomas	Knyvett	1596	1658	East Anglia	Gentry (lower)	Gentry (upper)		Higher	83	0
TLANGLEY	Male	Thomas	Langley	1360	1437		Clergy (upper)				0	79
TLANNOY	Male	TIMOTHY	LANNOY			Other	Merchant				4	0
TLESTRANGE	Male	Thomas	Le Strange	1689	1751	East Anglia	Gentry (upper)	Gentry (upper)		Higher	0	2
TLICHFIELD	Male	THOMAS	LICHFIELD		1586		Gentry (lower)				2	0
TLIMBREY	Male	Thomas	Limbrey	1742	1809		Gentry (lower)	Gentry (lower)			0	7
TLOWGH	Male	THOMAS	LOWGH	1602	1666	Other	Clergy (lower)	Gentry (lower)	Anglican	Higher	2	0
TMACHELL	Male	THOMAS	MACHELL	1647	1698	North	Clergy (lower)	Gentry (lower)		Higher	2	1
TMAGNUS	Male	THOMAS	MAGNUS	1464	1550	North	Clergy (upper)			Higher	1	0
TMARTIN	Male	Thomas	Martin	1697	1771	East Anglia	Gentry (lower)	Clergy (lower)		Secondary	0	1
TMATHEW	Male	Thomas	Mathew			Other	Other				1	0
TMATTHEW	Male	Tobie	Matthew	1544	1628	North	Clergy (upper)	Gentry (lower)	Anglican	Higher	5	2
TMAYKYN	Male	Thomas	Maykyn			Other	Other				4	0
TMIDDLETON	Male	Thomas	Middleton	1705	1782	Other	Clergy (lower)			Higher	0	1
TMOLEYNS	Male	Thomas	Moleyns			London	Professional			Higher	2	0
TMORE	Male	THOMAS	MORE	1478	1535	Court	Gentry (upper)	Gentry (upper)	Catholic	Higher	38	4
TMORGAN	Male	THOMAS	MORGAN				Professional				2	0
TMORSE	Male	Thomas	Morse			Home counties	Other			Apprenticed	1	0
TMULL	Male	Thomas	Mull				Professional			Higher	5	0
TOSBORNE	Male	Thomas	Osborne	1632	1712		Nobility	Gentry (upper)			0	1
TOUTLAW	Male	THOMAS	OUTLAW			Other	Professional				1	0
TOXINDEN	Male	THOMAS	OXINDEN	1633	1668	London	Professional	Gentry (lower)		Higher	17	1
TPELHAM	Male	Thomas	Pelham-Holles	1693	1768	Other	Nobility	Nobility		Higher	42	46
TPERCY	Male	Thomas	Percy	1729	1811	Other	Clergy (lower)	Merchant		Higher	10	10
TPEYTON	Male	THOMAS	PEYTON	1613	1684	Other	Gentry (upper)	Gentry (upper)			21	7
TPHILLIPSON	Male	THOMAS	PHILLIPSON			London	Other				1	0
TPICKERING	Male	Thomas	Pickering			London	Clergy (lower)				0	1
TPITT	Male	Thomas	Pitt	1653	1726	Abroad	Gentry (lower)	Clergy (lower)			0	1
TPLAYTER	Male	THOMAS	PLAYTER		1479	East Anglia	Professional				12	0
TRADCLIFFE	Male	Thomas	Radcliffe	1527	1583	Court	Nobility	Nobility		Higher	0	1
TRANDOLPH	Male	Thomas	Randolph	1526	1590	Court	Gentry (lower)	Gentry (lower)		Higher	2	0
TROBERTES	Male	THOMAS	ROBERTES		1576	Other	Clergy (lower)			Higher	2	7
TROBOTHAM	Male	Thomas	Robotham		1747	London	Merchant				0	14
TROE	Male	Thomas	Roe (Rowe)	1581	1644		Gentry (upper)	Merchant		Higher	0	24
TSAUNDERS	Male	THOMAS	SAUNDERS			Home counties	Gentry (lower)				3	1
TSAVILE	Male	Thomas	Savile	1590	1658	Court	Nobility	Nobility		Higher	3	0
TSAXBY	Male	THOMAS	SAXBY			Other	Clergy (lower)				6	0
TSCALES	Male	THOMAS	SCALES	1399	1460	East Anglia	Nobility	Nobility			12	0
TSCOTT	Male	Thomas	Scott		1660	Home counties	Gentry (lower)			Higher	0	5
TSECKER	Male	Thomas	Secker	1693	1768	London	Clergy (upper)	Gentry (lower)		Higher	36	40
TSEYMOUR	Male	Thomas	Seymour	1509	1549	Court	Nobility	Gentry (upper)			0	2
TSHADFORTH	Male	Thomas	Shadforth			North	Gentry (lower)				1	0
TSHEPPARD	Male	Thomas	Sheppard				Professional				0	1
TSHERLOCK	Male	Thomas	Sherlock	1677	1761	London	Clergy (upper)	Clergy (lower)		Higher	0	1
TSIDNEY	Male	THOMAS	SIDNEY			East Anglia	Gentry (lower)				2	1
TSIMS	Male	Thomas	Sims			Other	Gentry (lower)				0	2
TSMITH	Male	THOMAS	SMITH	1614	1702	North	Clergy (upper)	Other		Higher	25	1
TSMYTH	Male	Thomas	Smyth	1609	1642	Other	Gentry (lower)	Gentry (upper)		Higher	6	22
TSMYTHE	Male	Thomas	Smythe	1558	1625	London	Gentry (upper)	Merchant		Secondary	0	27
TSOTHWORTH	Male	Thomas	Sothworth				Gentry (upper)				0	1
TSTAUBYN	Male	THOMAS	ST. AUBYN			Other	Gentry (lower)			Higher	1	0
TSTOCKWELL	Male	THOMAS	STOCKWELL		1614	Other	Professional				6	73
TSUTTON	Male	Thomas	Sutton								0	1
TSYMCOTTS	Male	Thomas	Symcotts			London	Merchant				3	0
TTALBOT	Male	THOMAS	TALBOT			East Anglia	Professional			Higher	1	0
TTANNER	Male	Thomas	Tanner	1674	1735	East Anglia	Clergy (upper)	Clergy (lower)		Higher	0	6
TTATLOCK	Male	Thomas	Tatlock			North	Other				2	0
TTAYLOR	Male	Thomas	Taylor	1728	1805	Other	Gentry (lower)	Gentry (lower)		Higher	0	31
TTEMPLER	Male	Thomas	Templer								0	1
TTHIRLBY	Male	Thomas	Thirlby	1506	1570		Clergy (upper)			Higher	0	2
TTHYNNE	Male	Thomas	Thynne	1734	1796	Other	Nobility	Nobility		Higher	0	3
TTICKELL	Male	Thomas	Tickell	1686	1740	Abroad	Professional	Clergy (lower)		Higher	0	20
TTUFTON	Male	Thomas	Tufton	1644	1729	London	Nobility	Nobility			0	1
TTURNER	Male	Thomas	Turner	1654	1714	Other	Clergy (lower)	Clergy (lower)		Higher	0	1
TTWINING	Male	Thomas	Twining	1734	1804	Home counties	Clergy (lower)	Merchant		Higher	65	4
TWARTON	Male	Thomas	Warton	1728	1790	Other	Professional	Clergy (lower)		Higher	49	56
TWEDGWOOD	Male	Thomas	Wedgwood	1771	1805	Other	Professional	Professional		Higher	2	11
TWENTWORT	Male	Thomas	Wentworth	1593	1641	North	Nobility	Gentry (upper)		Higher	67	27
TWENTWORTH	Male	Thomas	Wentworth	1672	1739	North	Nobility	Gentry (upper)			0	180
TWHARTON	Male	THOMAS	WHARTON	1495	1568	North	Nobility	Gentry (lower)			6	0
TWHARTON2	Male	Thomas	Wharton	1717	1794	North	Professional	Gentry (lower)		Higher	0	20
TWHITE	Male	Taylor	White				Professional				0	1
TWILSON	Male	THOMAS	WILSON	1525	1581	Court	Gentry (lower)	Gentry (lower)		Higher	4	7
TWINDSOR-HICKMAN	Male	THOMAS	WINDSOR-HICKMAN	1627	1687	Other	Nobility	Gentry (lower)			2	0
TWOLSEY	Male	Thomas	Wolsey	1471	1530	Court	Clergy (upper)	Other	Catholic	Higher	10	67
TWOOD	Male	THOMAS	WOOD		1577	Other	Gentry (lower)		Protestant	Higher	10	3
TWOODWARD	Male	Timothy	Woodward			Home counties	Other				1	0
TWORTHINGTON	Male	Thomas	Worthington	1548	1626					Higher	0	2
TWRIGHT	Male	THOMAS	WRIGHT			North	Merchant				3	0
TWRIOTHESLEY	Male	Thomas	Wriothesley				Nobility				0	1
TWYATT	Male	THOMAS	WYATT	1503	1542	Other	Gentry (upper)	Gentry (upper)		Higher	23	21
TWYTHE	Male	Thomas	Wythe				Other				0	11
TYORKE	Male	Thomas	Yorke	1688	1768	North	Gentry (lower)	Gentry (lower)			17	0
UDERING	Female	UNTON	DERING N. GIBBES			Other	Gentry (upper)	Gentry (upper)			4	1
UNKNOWNRECIPIENT1											0	1
UNKNOWNRECIPIENT2											0	1
UNKNOWNRECIPIENT4	Male										0	1
UNKNOWNRECIPIENT5											0	1
V1PETTIT	Male	VALENTINE THE ELDER	PETTIT		1626	Other	Gentry (lower)	Gentry (lower)			4	1
V2PETTIT	Male	VALENTINE JUNIOR	PETTIT	1597		London	Other	Gentry (lower)		Apprenticed	2	1
VDENNE	Male	Vincent	Denne			Home counties	Gentry (lower)				0	8
VFERRAR	Female	Virginia	Ferrar	1626	1688			Gentry (lower)			0	2
VWALTON	Male	Valentine	Walton	1594	1661	Other	Gentry (lower)	Gentry (lower)	Protestant		0	1
W1FLEETWOOD	Male	William	Fleetwood	1525	1594	London	Professional	Professional		Higher	5	0
W1PARR	Male	William	Parr				Nobility	Gentry (upper)			0	1
W1PASTON	Male	WILLIAM I	PASTON	1378	1444	East Anglia	Gentry (lower)	Gentry (lower)		Higher	5	9
W1PLUMPTON	Male	William I	Plumpton	1404	1480	North	Gentry (upper)	Gentry (upper)			0	26
W1SKINNER	Male	WILLIAM SR	SKINNER		1680	North	Merchant				12	0
W2ALLEN	Male	William	Allen				Professional				0	1
W2BOLTON	Male	William	Bolton			Abroad	Merchant				25	0
W2CAVENDISH	Male	William	Cavendish	1720	1764	London	Nobility	Nobility			0	10
W2COWPER	Male	William	Cowper	1709	1764		Nobility	Nobility			0	20
W2DALTON	Male	William	Dalton				Gentry (lower)				0	1
W2FLEETWOOD	Male	WILLIAM	FLEETWOOD			Home counties	Gentry (upper)				3	2
W2FLEMING	Male	William Jr.	Fleming	1656	1736	London	Gentry (upper)	Gentry (upper)		Secondary	0	1
W2PARR	Male	William	Parr	1513	1571	Court	Nobility	Gentry (upper)		Higher	0	2
W2PASTON	Male	WILLIAM II	PASTON	1436	1496	London	Gentry (lower)	Gentry (lower)		Higher	11	1
W2PETTY	Male	William	Petty		1639		Clergy (lower)				0	18
W2PITT	Male	William	Pitt	1759	1806	London	Gentry (upper)	Nobility		Higher	0	6
W2SKINNER	Male	WILLIAM JR	SKINNER			North	Merchant	Merchant			1	0
W2WENTWORTH	Male	William	Wentworth	1722	1791	Home counties	Nobility	Nobility			17	0
W3CAVENDISH	Male	William	Cavendish	1748	1811	London	Nobility	Nobility			0	2
W3PASTON	Male	William III	Paston	1459		London	Gentry (lower)	Gentry (lower)			8	2
W4PASTON	Male	William IV	Paston				Gentry (lower)				0	1
W5PASTON	Male	William	Paston	1528	1610	East Anglia	Gentry (upper)	Gentry (lower)		Higher	2	2
W6PASTON	Male	WILLIAM	PASTON	1610	1663	East Anglia	Gentry (upper)	Gentry (upper)			2	43
WAALLEN	Male	WALTER	ALLEN			East Anglia	Clergy (lower)		Anglican		1	0
WADAMS	Male	William	Adams	1706	1789	Other	Clergy (lower)			Higher	0	3
WADEHILL	Male		Wadehill				Other				1	0
WAHANOVER	Male	William Augustus	Hanover	1721	1765	London	Royalty	Royalty		Private	0	2
WALDBROUGH	Male	William	Aldbrough			North	Gentry (lower)				2	0
WALLEN	Male	WILLIAM	ALLEN	1532	1594	Other	Clergy (upper)	Gentry (lower)	Catholic	Higher	4	0
WANDRA	Male	William	Andra			Home counties	Other				5	0
WAPASTON	Male	WALTER	PASTON	1455	1479	East Anglia	Gentry (lower)	Gentry (lower)		Higher	3	0
WARDENSGCHISHALL			Churchwardens and overseers of Great Chishall								0	1
WARDENSSTJOHN			Churchwardens and overseers of St John the Baptist, Hereford								0	1
WARDENSTHEYDONG			Churchwardens and overseers of Theydon Garnon								0	1
WASTON	Male	Walter	Aston	1584	1639	Court	Nobility	Gentry (upper)			0	3
WATKINSON	Male	William	Atkinson				Other				0	4
WBAGOT	Male	Walter	Bagot	1731	1806	Other	Clergy (lower)	Gentry (upper)		Secondary	0	10
WBAKER	Male	William	Baker			Other	Other				0	1
WBANKS	Male	William	Banks Hodgkinson	1719	1761	Other	Gentry (lower)	Gentry (lower)		Higher	1	2
WBARKER	Male	WILLIAM	BARKER			East Anglia	Professional		Catholic		3	0
WBASSETT	Male	William	Bassett			Other	Gentry (lower)				0	1
WBENET	Male	William	Benet		1533		Clergy (upper)				0	3
WBENTINCK	Male	William Henry Cavendish	Bentinck	1738	1809	London	Nobility	Nobility		Higher	0	4
WBERKELEY	Male	William	Berkeley		1741	London	Nobility	Nobility			20	0
WBIRDE	Male	WILLIAM	BIRDE			London	Other				2	0
WBLENNERHASSETT	Male	WILLIAM	BLENNERHASSETT		1598	East Anglia	Gentry (lower)				2	0
WBOLTON	Male	William	Bolton		1680	London	Gentry (upper)	Gentry (lower)		Apprenticed	1	1
WBRENDE	Male	WILLIAM	BRENDE	1558	1625	East Anglia	Other				1	0
WBRERETON	Male	WILLIAM	BRERETON	1490	1536	Court	Gentry (lower)	Gentry (upper)			2	22
WBROUNCKER	Male	William	Brouncker	1620	1684	London	Nobility	Nobility		Higher	0	1
WBROWNE	Male	WILLIAM	BROWNE			Other	Merchant				7	0
WBULL	Male	William	Bull	1738	1814		Clergy (lower)			Secondary	0	8
WBURBANK	Male	William	Burbank	1471	1531	London	Clergy (upper)			Higher	3	0
WBURBIDGE	Male	William	Burbidge			Other	Other				8	0
WBUTTS	Male	WILLIAM	BUTTS		1545	London	Gentry (upper)			Higher	1	0
WCAVENDISH	Male	William	Cavendish	1593	1676	Other	Nobility	Gentry (upper)		Higher	0	13
WCECIL	Male	William	Cecil	1520	1598	Court	Nobility	Gentry (lower)		Higher	48	61
WCELY	Male	WILLIAM	CELY		1489	Other	Merchant				20	0
WCHANTRELL	Male	WILLIAM	CHANTRELL			North	Clergy (lower)		Protestant	Higher	5	0
WCHRISTIAN	Male	William	Christian			North	Merchant	Gentry (lower)			0	1
WCLERK	Male	WALTER	CLERK			Other	Merchant				2	0
WCLIFT	Male	William	Clift	1775	1849	London	Professional	Other		Apprenticed	32	27
WCLODE	Male	WILLIAM	CLODE			Other	Other				2	0
WCOBBE	Male	William	Cobbe		1612	East Anglia	Gentry (upper)	Gentry (lower)		Higher	1	0
WCOLE	Male	William	Cole	1714	1782	Other	Clergy (lower)	Gentry (lower)		Higher	0	10
WCOMPTON	Male	William	Compton				Nobility				0	1
WCOPE	Male	Walter	Cope	1553	1614	Court	Gentry (upper)	Gentry (lower)		Higher	0	1
WCORYNDON	Male	William	Coryndon			London	Professional				0	2
WCOTESWORTH	Male	William Jr	Cotesworth	1700	1721	North	Merchant	Merchant		Higher	5	0
WCOTESWORTHSR	Male	William Sr	Cotesworth	1668	1726	North	Merchant	Other		Apprenticed	0	61
